GAME_ID,POSSESSION_ID,PERIOD,START_CLOCK,END_CLOCK,EVENTS,ACTION_TYPES,EVENT_LIST,TEAM,team,TEAM_ID,PLAYER_ID,PLAYER_NAME,HOME_SCORE,AWAY_SCORE,FIRST_SHOT_RESULT,FIRST_SHOT_VALUE,FIRST_SHOT_SUBTYPE,FIRST_SHOT_PLAYER,FIRST_SHOT_X_LEGACY,FIRST_SHOT_Y_LEGACY,FIRST_SHOT_DISTANCE,FIRST_SHOT_SECONDS,POSS_LENGTH,TIME_UNTIL_FIRST_SHOT,SHOT_TIME_FOR_ANALYSIS,TWO_FOR_ONE_ATTEMPT,NO_TWO_FOR_ONE_ATTEMPT,POSS_PTS,FREE_THROW_PTS,TWO_FOR_ONE_SECOND_POSSESSION?,NON_TWO_FOR_ONE_SECOND_POSSESSION?,SECOND_POSSESSION_PTS,SECOND_POSSESSION_SHOT_RESULT,SECOND_POSSESSION_SHOT_SECONDS,TWO_FOR_ONE_SECOND_POSSESSION_PTS,TOTAL_PTS_ON_ALL_2FOR1_POSS,TEAM_ABBREV,logo,Player,Images
0022500376,236,5,PT00M34.30S,PT00M17.30S,2,"Rebound, Missed Shot",Marshall REBOUND (Off:0 Def:3) | MISS Flagg 27' 3PT Pullup Jump Shot,DAL,Dallas Mavericks,1610612742,1642843,C. Flagg,116,114,Missed,3.0,Pullup Jump shot,C. Flagg,96.0,252.0,27.0,17.0,17.0,17.0,17.0,0,1,0.0,0,,0.0,,,,0.0,0.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Cooper Flagg,https://cdn.nba.com/headshots/nba/latest/1040x760/1642843.png
0022500378,102,2,PT00M34.30S,PT00M23.00S,2,"Rebound, Missed Shot",Ighodaro REBOUND (Off:2 Def:6) | MISS Gillespie 1' Driving Layup,PHX,Phoenix Suns,1610612756,1631221,C. Gillespie,46,53,Missed,2.0,Driving Layup Shot,C. Gillespie,6.0,11.0,1.0,23.0,11.0,11.0,11.0,0,1,0.0,0,,1.0,0.0,Missed,3.0,0.0,0.0,PHX,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,Collin Gillespie,https://cdn.nba.com/headshots/nba/latest/1040x760/1631221.png
0022500378,206,4,PT00M35.50S,PT00M31.20S,2,"Timeout, Made Shot",SUNS Timeout: Regular (Full 5 Short 0) | Booker 18' Pullup Jump Shot (25 PTS) (Goodwin 3 AST),PHX,Phoenix Suns,1610612756,1626164,D. Booker,98,96,Made,2.0,Pullup Jump shot,D. Booker,53.0,172.0,18.0,31.0,5.0,5.0,5.0,1,0,2.0,0,1.0,,1.0,,2.0,1.0,3.0,PHX,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,Devin Booker,https://cdn.nba.com/headshots/nba/latest/1040x760/1626164.png
0022500380,105,2,PT00M38.60S,PT00M31.50S,2,"Rebound, Missed Shot",Grant REBOUND (Off:0 Def:2) | MISS Camara 26' 3PT Running Jump Shot,POR,Portland Trail Blazers,1610612757,1641739,T. Camara,63,60,Missed,3.0,Running Jump Shot,T. Camara,212.0,148.0,26.0,32.0,7.0,7.0,7.0,1,0,0.0,0,1.0,,0.0,Missed,1.0,0.0,0.0,POR,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,Toumani Camara,https://cdn.nba.com/headshots/nba/latest/1040x760/1641739.png
0022500383,51,1,PT00M35.70S,PT00M30.40S,2,"Rebound, Missed Shot",Gueye REBOUND (Off:0 Def:1) | MISS Okongwu 26' 3PT Running Jump Shot,ATL,Atlanta Hawks,1610612737,1630168,O. Okongwu,19,32,Missed,3.0,Running Jump Shot,O. Okongwu,-16.0,264.0,26.0,30.0,6.0,6.0,6.0,1,0,0.0,0,1.0,,0.0,,,0.0,0.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Onyeka Okongwu,https://cdn.nba.com/headshots/nba/latest/1040x760/1630168.png
0022500385,157,3,PT00M33.90S,PT00M33.90S,1,Missed Shot,MISS Gilgeous-Alexander 13' Pullup Jump Shot,OKC,Oklahoma City Thunder,1610612760,1628983,S. Gilgeous-Alexander,81,83,Missed,2.0,Pullup Jump shot,S. Gilgeous-Alexander,33.0,124.0,13.0,34.0,5.0,0.0,5.0,1,0,0.0,0,1.0,,2.0,,,2.0,2.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Shai Gilgeous-Alexander,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
0022500385,214,4,PT00M37.80S,PT00M28.40S,4,"Timeout, Missed Shot, Rebound, Missed Shot",Thunder Timeout: Regular (Reg.6 Short 0) | MISS Gilgeous-Alexander 1' Driving Layup | Caruso REBOUND (Off:2 Def:10) | MISS J. Williams 24' 3PT Jump Shot,OKC,Oklahoma City Thunder,1610612760,1631114,J. Williams,108,107,Missed,2.0,Driving Layup Shot,S. Gilgeous-Alexander,-2.0,10.0,1.0,33.0,10.0,5.0,5.0,1,0,0.0,0,1.0,,0.0,,,0.0,0.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Shai Gilgeous-Alexander,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
0022500386,94,2,PT00M33.80S,PT00M19.30S,3,"Timeout, Instant Replay, Missed Shot",Rockets Timeout: Regular (Reg.3 Short 0) | Instant Replay2nd Period (6:01 PM EST) | MISS Jokic 16' Jump Shot,DEN,Denver Nuggets,1610612743,203999,N. Jokić,45,53,Missed,2.0,Jump Shot,N. Jokić,5.0,157.0,16.0,19.0,15.0,15.0,15.0,0,1,0.0,0,,0.0,,,,0.0,0.0,DEN,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,Nikola Jokić,https://cdn.nba.com/headshots/nba/latest/1040x760/203999.png
0022500387,114,2,PT00M35.30S,PT00M35.30S,1,Made Shot,Williams Driving Layup (8 PTS),DAL,Dallas Mavericks,1610612742,1630314,B. Williams,66,60,Made,2.0,Driving Layup Shot,B. Williams,-1.0,0.0,0.0,35.0,5.0,0.0,5.0,1,0,2.0,0,1.0,,2.0,Made,1.0,2.0,4.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Brandon Williams,https://cdn.nba.com/headshots/nba/latest/1040x760/1585.png
0022500387,165,3,PT00M38.20S,PT00M32.00S,2,"Rebound, Made Shot",Washington REBOUND (Off:0 Def:6) | Thompson 10' Driving Floating Jump Shot (9 PTS) (Washington 1 AST),DAL,Dallas Mavericks,1610612742,202691,K. Thompson,91,97,Made,2.0,Driving Floating Jump Shot,K. Thompson,13.0,100.0,10.0,32.0,6.0,6.0,6.0,1,0,2.0,0,1.0,,0.0,Missed,2.0,0.0,2.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Klay Thompson,https://cdn.nba.com/headshots/nba/latest/1040x760/202691.png
0022500390,56,1,PT00M34.90S,PT00M24.00S,2,"Rebound, Made Shot",Stewart REBOUND (Off:0 Def:1) | Robinson 3PT Step Back Jump Shot (3 PTS) (Thompson 2 AST),DET,Detroit Pistons,1610612765,1629130,D. Robinson,33,27,Made,3.0,Step Back Jump shot,D. Robinson,-230.0,31.0,0.0,24.0,11.0,11.0,11.0,0,1,3.0,0,,1.0,0.0,,,0.0,3.0,DET,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,Duncan Robinson,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png
0022500390,168,3,PT00M35.50S,PT00M35.50S,1,Missed Shot,MISS Holland II 5' Putback Layup,DET,Detroit Pistons,1610612765,1641842,R. Holland II,79,72,Missed,2.0,Putback Layup Shot,R. Holland II,22.0,50.0,5.0,36.0,-36.0,0.0,-36.0,1,0,0.0,0,0.0,,,,,0.0,0.0,DET,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,Ron Holland,
0022500393,107,2,PT00M38.90S,PT00M33.10S,2,"Rebound, Made Shot",Filipowski REBOUND (Off:0 Def:3) | Sensabaugh 4' Driving Floating Jump Shot (10 PTS) (Williams 2 AST),UTA,Utah Jazz,1610612762,1641729,B. Sensabaugh,60,63,Made,2.0,Driving Floating Jump Shot,B. Sensabaugh,0.0,38.0,4.0,33.0,6.0,6.0,6.0,1,0,2.0,0,1.0,,0.0,Missed,1.0,0.0,2.0,UTA,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Brice Sensabaugh,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png
0022500394,208,4,PT00M39.80S,PT00M36.60S,2,"Rebound, Made Shot",KINGS Rebound | DeRozan 3PT Jump Shot (15 PTS) (Westbrook 7 AST),SAC,Sacramento Kings,1610612758,201942,D. DeRozan,92,96,Made,3.0,Jump Shot,D. DeRozan,-230.0,32.0,0.0,37.0,3.0,3.0,3.0,1,0,3.0,0,1.0,,1.0,,,1.0,4.0,SAC,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,DeMar DeRozan,https://cdn.nba.com/headshots/nba/latest/1040x760/201942.png
0022500399,103,2,PT00M38.00S,PT00M30.90S,2,"Rebound, Missed Shot",Champagnie REBOUND (Off:0 Def:1) | MISS Wembanyama 1' Dunk,SAS,San Antonio Spurs,1610612759,1641705,V. Wembanyama,49,67,Missed,2.0,Dunk Shot,V. Wembanyama,-6.0,4.0,1.0,31.0,7.0,7.0,7.0,1,0,0.0,0,1.0,,2.0,Made,10.0,2.0,2.0,SAS,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,Victor Wembanyama,https://cdn.nba.com/headshots/nba/latest/1040x760/1641705.png
0022500399,161,3,PT00M39.00S,PT00M34.80S,2,"Rebound, Made Shot",McCollum REBOUND (Off:0 Def:2) | Riley 1' Running Dunk (8 PTS) (McCollum 4 AST),WAS,Washington Wizards,1610612764,1642860,W. Riley,86,98,Made,2.0,Running Dunk Shot,W. Riley,-7.0,8.0,1.0,35.0,4.0,4.0,4.0,1,0,2.0,0,0.0,,,,,0.0,2.0,WAS,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,Will Riley,https://cdn.nba.com/headshots/nba/latest/1040x760/1642860.png
0022500400,207,4,PT00M35.20S,PT00M21.80S,2,"Foul, Made Shot",Kuzma P.FOUL (P3.T1) (T.Brothers) | Edwards 3' Driving Finger Roll Layup (24 PTS) (DiVincenzo 4 AST),MIN,Minnesota Timberwolves,1610612750,1630162,A. Edwards,103,97,Made,2.0,Driving Finger Roll Layup Shot,A. Edwards,18.0,18.0,3.0,22.0,13.0,13.0,13.0,0,1,2.0,0,,0.0,,,,0.0,2.0,MIN,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,Anthony Edwards,https://cdn.nba.com/headshots/nba/latest/1040x760/1630162.png
0022500401,98,2,PT00M37.90S,PT00M33.50S,2,"Steal, Missed Shot",Westbrook STEAL (1 STL) | MISS Westbrook 4' Running Layup,SAC,Sacramento Kings,1610612758,201566,R. Westbrook,57,63,Missed,2.0,Running Layup Shot,R. Westbrook,-38.0,17.0,4.0,34.0,4.0,4.0,4.0,1,0,0.0,0,1.0,,0.0,Missed,182.0,0.0,0.0,SAC,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,Russell Westbrook,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png
0022500401,99,2,PT00M33.50S,PT00M28.70S,2,"Rebound, Made Shot",Okogie REBOUND (Off:0 Def:1) | Thompson 5' Running Alley Oop Dunk Shot (6 PTS) (Durant 4 AST),HOU,Houston Rockets,1610612745,1641708,A. Thompson,57,65,Made,2.0,Running Alley Oop Dunk Shot,A. Thompson,9.0,50.0,5.0,29.0,5.0,5.0,5.0,1,0,2.0,0,1.0,,3.0,,2.0,3.0,5.0,HOU,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Amen Thompson,https://cdn.nba.com/headshots/nba/latest/1040x760/1641708.png
0022500404,57,1,PT00M37.70S,PT00M28.30S,4,"Rebound, Missed Shot, Rebound, Made Shot",Thompson REBOUND (Off:1 Def:1) | MISS Williams 5' Running Layup | Martin REBOUND (Off:1 Def:0) | Thompson 26' 3PT Jump Shot (14 PTS) (Marshall 4 AST),DAL,Dallas Mavericks,1610612742,202691,K. Thompson,34,34,Missed,2.0,Running Layup Shot,B. Williams,28.0,38.0,5.0,34.0,10.0,4.0,4.0,1,0,3.0,0,1.0,,0.0,Missed,4.0,0.0,3.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Brandon Williams,https://cdn.nba.com/headshots/nba/latest/1040x760/1585.png
0022500404,223,4,PT00M37.30S,PT00M33.60S,2,"Rebound, Made Shot",Martin REBOUND (Off:1 Def:1) | Marshall 2' Running Layup (13 PTS),DAL,Dallas Mavericks,1610612742,1630230,N. Marshall,117,111,Made,2.0,Running Layup Shot,N. Marshall,17.0,16.0,2.0,34.0,3.0,3.0,3.0,1,0,2.0,0,1.0,,2.0,Made,18.0,2.0,4.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Naji Marshall,https://cdn.nba.com/headshots/nba/latest/1040x760/1630230.png
0022500407,105,2,PT00M33.90S,PT00M22.70S,2,"Rebound, Missed Shot",Green REBOUND (Off:1 Def:6) | MISS Podziemski 27' 3PT Jump Shot,GSW,Golden State Warriors,1610612744,1641764,B. Podziemski,58,57,Missed,3.0,Jump Shot,B. Podziemski,162.0,210.0,27.0,23.0,11.0,11.0,11.0,0,1,0.0,0,,0.0,,,,0.0,0.0,GSW,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,Brandin Podziemski,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png
0022500409,102,2,PT00M34.80S,PT00M31.10S,2,"Rebound, Made Shot",Bridges REBOUND (Off:0 Def:3) | Salaun 3' Running Layup (5 PTS) (Miller 3 AST),CHA,Charlotte Hornets,1610612766,1642275,T. Salaün,61,63,Made,2.0,Running Layup Shot,T. Salaün,11.0,26.0,3.0,31.0,4.0,4.0,4.0,1,0,2.0,0,1.0,,1.0,,,1.0,3.0,CHA,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,Tidjane Salaün,https://cdn.nba.com/headshots/nba/latest/1040x760/1642275.png
0022500411,227,4,PT00M39.30S,PT00M36.10S,2,"Timeout, Made Shot",HAWKS Timeout: Regular (Full 6 Short 0) | Young 1' Cutting Layup Shot (22 PTS) (Okongwu 3 AST),ATL,Atlanta Hawks,1610612737,1629027,T. Young,121,122,Made,2.0,Cutting Layup Shot,T. Young,4.0,13.0,1.0,36.0,3.0,3.0,3.0,1,0,2.0,0,1.0,,2.0,Made,2.0,2.0,4.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Trae Young,https://cdn.nba.com/headshots/nba/latest/1040x760/1629027.png
0022500413,49,1,PT00M38.40S,PT00M36.40S,2,"Rebound, Missed Shot",Bucks Rebound | MISS Kuzma 1' Cutting Dunk Shot,MIL,Milwaukee Bucks,1610612749,1628398,K. Kuzma,19,24,Missed,2.0,Cutting Dunk Shot,K. Kuzma,-7.0,-6.0,1.0,36.0,2.0,2.0,2.0,1,0,0.0,0,1.0,,2.0,Made,22.0,2.0,2.0,MIL,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,Kyle Kuzma,https://cdn.nba.com/headshots/nba/latest/1040x760/1628398.png
0022500419,171,3,PT00M38.30S,PT00M33.80S,2,"Foul, Missed Shot",Small Personal Take Foul (P3.T3) (J.Butler) | MISS Collier 27' 3PT Pullup Jump Shot,UTA,Utah Jazz,1610612762,1642268,I. Collier,99,106,Missed,3.0,Pullup Jump shot,I. Collier,107.0,247.0,27.0,34.0,4.0,4.0,4.0,1,0,0.0,0,1.0,,2.0,Made,4.0,2.0,2.0,UTA,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Isaiah Collier,https://cdn.nba.com/headshots/nba/latest/1040x760/1642268.png
0022500420,99,2,PT00M38.50S,PT00M22.30S,6,"Rebound, Missed Shot, Rebound, Missed Shot, Rebound, Missed Shot",Carter Jr. REBOUND (Off:1 Def:4) | MISS Black 24' 3PT Running Jump Shot | Penda REBOUND (Off:2 Def:1) | MISS Black 6' Driving Floating Jump Shot | Carter Jr. REBOUND (Off:2 Def:4) | MISS Carter Jr. 5' Putback Layup,ORL,Orlando Magic,1610612753,1628976,W. Carter Jr.,48,60,Missed,3.0,Running Jump Shot,A. Black,-228.0,77.0,24.0,32.0,16.0,6.0,6.0,1,0,0.0,0,1.0,,2.0,Made,10.0,2.0,2.0,ORL,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Anthony Black,https://cdn.nba.com/headshots/nba/latest/1040x760/1641710.png
0022500420,202,4,PT00M38.90S,PT00M37.10S,2,"Timeout, Missed Shot",Magic Timeout: Regular (Reg.6 Short 0) | MISS Bane 14' Pullup Jump Shot,ORL,Orlando Magic,1610612753,1630217,D. Bane,106,107,Missed,2.0,Pullup Jump shot,D. Bane,142.0,22.0,14.0,37.0,2.0,2.0,2.0,1,0,0.0,0,1.0,,2.0,,,2.0,2.0,ORL,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Desmond Bane,https://cdn.nba.com/headshots/nba/latest/1040x760/1630217.png
0022500423,114,2,PT00M36.70S,PT00M19.60S,2,"Rebound, Missed Shot",Ware REBOUND (Off:2 Def:6) | MISS Wiggins 25' 3PT Pullup Jump Shot,MIA,Miami Heat,1610612748,203952,A. Wiggins,49,63,Missed,3.0,Pullup Jump shot,A. Wiggins,31.0,247.0,25.0,20.0,17.0,17.0,17.0,0,1,0.0,0,,0.0,,,,0.0,0.0,MIA,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,Andrew Wiggins,https://cdn.nba.com/headshots/nba/latest/1040x760/203952.png
0022500428,167,3,PT00M35.40S,PT00M21.60S,2,"Rebound, Made Shot",Sims REBOUND (Off:1 Def:3) | Rollins 24' 3PT Step Back Jump Shot (13 PTS),MIL,Milwaukee Bucks,1610612749,1631157,R. Rollins,92,83,Made,3.0,Step Back Jump shot,R. Rollins,-99.0,222.0,24.0,22.0,13.0,13.0,13.0,0,1,3.0,0,,0.0,,,,0.0,3.0,MIL,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,Ryan Rollins,https://cdn.nba.com/headshots/nba/latest/1040x760/1631157.png
0022500429,102,2,PT00M35.10S,PT00M31.10S,2,"Rebound, Made Shot",Williamson REBOUND (Off:2 Def:2) | Fears 2' Running Finger Roll Layup (7 PTS) (Williamson 5 AST),NOP,New Orleans Pelicans,1610612740,1642847,J. Fears,48,53,Made,2.0,Running Finger Roll Layup Shot,J. Fears,10.0,17.0,2.0,31.0,4.0,4.0,4.0,1,0,2.0,0,1.0,,0.0,,,0.0,2.0,NOP,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,Jeremiah Fears,https://cdn.nba.com/headshots/nba/latest/1040x760/1642847.png
0022500429,159,3,PT00M38.90S,PT00M34.20S,2,"Rebound, Made Shot",Alvarado REBOUND (Off:0 Def:2) | Missi 1' Running Dunk (5 PTS) (Poole 2 AST),NOP,New Orleans Pelicans,1610612740,1642274,Y. Missi,80,81,Made,2.0,Running Dunk Shot,Y. Missi,7.0,5.0,1.0,34.0,5.0,5.0,5.0,1,0,2.0,0,1.0,,0.0,,,0.0,2.0,NOP,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,Yves Missi,https://cdn.nba.com/headshots/nba/latest/1040x760/1642274.png
0022500430,56,1,PT00M37.10S,PT00M31.70S,2,"Steal, Made Shot",Collier STEAL (2 STL) | Markkanen 24' 3PT Jump Shot (12 PTS) (Collier 3 AST),UTA,Utah Jazz,1610612762,1628374,L. Markkanen,31,36,Made,3.0,Jump Shot,L. Markkanen,-239.0,17.0,24.0,32.0,5.0,5.0,5.0,1,0,3.0,0,1.0,,2.0,Made,2.0,2.0,5.0,UTA,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,Lauri Markkanen,https://cdn.nba.com/headshots/nba/latest/1040x760/1628374.png
0022500431,134,3,PT00M39.20S,PT00M34.00S,2,"Rebound, Missed Shot",Williams III REBOUND (Off:2 Def:5) | MISS Love 27' 3PT Pullup Jump Shot,POR,Portland Trail Blazers,1610612757,1631126,C. Love,77,85,Missed,3.0,Pullup Jump shot,C. Love,-5.0,272.0,27.0,34.0,5.0,5.0,5.0,1,0,0.0,0,1.0,,1.0,,,1.0,1.0,POR,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,Caleb Love,https://cdn.nba.com/headshots/nba/latest/1040x760/1631126.png
0022500431,135,3,PT00M34.00S,PT00M10.20S,2,"Rebound, Missed Shot",Niederhauser REBOUND (Off:0 Def:1) | MISS Harden 27' 3PT Step Back Jump Shot,LAC,LA Clippers,1610612746,201935,J. Harden,77,85,Missed,3.0,Step Back Jump shot,J. Harden,112.0,241.0,27.0,10.0,24.0,24.0,24.0,0,1,0.0,0,,0.0,,,,0.0,0.0,LAC,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,James Harden,https://cdn.nba.com/headshots/nba/latest/1040x760/201935.png
0022500433,46,1,PT00M38.20S,PT00M33.80S,2,"Rebound, Made Shot",Brown REBOUND (Off:0 Def:1) | Hardaway Jr. 3PT Running Jump Shot (5 PTS) (Strawther 1 AST),DEN,Denver Nuggets,1610612743,203501,T. Hardaway Jr.,23,31,Made,3.0,Running Jump Shot,T. Hardaway Jr.,-225.0,6.0,0.0,34.0,4.0,4.0,4.0,1,0,3.0,0,1.0,,0.0,Missed,0.0,0.0,3.0,DEN,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,Tim Hardaway Jr.,https://cdn.nba.com/headshots/nba/latest/1040x760/203501.png
0022500433,209,4,PT00M37.10S,PT00M33.30S,2,"Timeout, Made Shot",MAGIC Timeout: Regular (Full 6 Short 0) | da Silva 7' Driving Floating Jump Shot (17 PTS) (Carter Jr. 4 AST),ORL,Orlando Magic,1610612753,1641783,T. da Silva,125,124,Made,2.0,Driving Floating Jump Shot,T. da Silva,-31.0,61.0,7.0,33.0,4.0,4.0,4.0,1,0,2.0,0,1.0,,2.0,,,2.0,4.0,ORL,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Tristan Da Silva,https://cdn.nba.com/headshots/nba/latest/1040x760/1641783.png
0022500435,51,1,PT00M33.60S,PT00M33.60S,1,Made Shot,Brunson 7' Driving Floating Bank Jump Shot (8 PTS),NYK,New York Knicks,1610612752,1628973,J. Brunson,27,30,Made,2.0,Driving Floating Bank Jump Shot,J. Brunson,44.0,50.0,7.0,34.0,5.0,0.0,5.0,1,0,2.0,0,1.0,,3.0,Made,3.0,3.0,5.0,NYK,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,Jalen Brunson,https://cdn.nba.com/headshots/nba/latest/1040x760/1628973.png
0022500435,104,2,PT00M35.90S,PT00M30.80S,2,"Rebound, Made Shot",Daniels REBOUND (Off:3 Def:2) | Newell 24' 3PT Running Jump Shot (10 PTS) (Young 5 AST),ATL,Atlanta Hawks,1610612737,1642854,A. Newell,55,66,Made,3.0,Running Jump Shot,A. Newell,-234.0,38.0,24.0,31.0,5.0,5.0,5.0,1,0,3.0,0,1.0,,0.0,Missed,4.0,0.0,3.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Asa Newell,https://cdn.nba.com/headshots/nba/latest/1040x760/1642854.png
0022500436,170,3,PT00M38.50S,PT00M32.20S,4,"Steal, Missed Shot, Rebound, Made Shot",Jakucionis STEAL (3 STL) | MISS Smith 2' Running Layup | Wiggins REBOUND (Off:5 Def:1) | Wiggins 1' Putback Layup (21 PTS),MIA,Miami Heat,1610612748,203952,A. Wiggins,96,94,Missed,2.0,Running Layup Shot,D. Smith,15.0,3.0,2.0,34.0,6.0,4.0,4.0,1,0,2.0,0,1.0,,2.0,Made,1.0,2.0,4.0,MIA,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,Dru Smith,https://cdn.nba.com/headshots/nba/latest/1040x760/1630696.png
0022500438,152,3,PT00M40.10S,PT00M16.40S,4,"Rebound, Missed Shot, Rebound, Missed Shot",ROCKETS Rebound | MISS Sheppard 28' 3PT Jump Shot | Capela REBOUND (Off:3 Def:2) | MISS Smith Jr. 20' Pullup Jump Shot,HOU,Houston Rockets,1610612745,1631095,J. Smith Jr.,90,63,Missed,3.0,Jump Shot,R. Sheppard,172.0,215.0,28.0,27.0,24.0,13.0,13.0,0,1,0.0,0,,0.0,,,,0.0,0.0,HOU,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Reed Sheppard,https://cdn.nba.com/headshots/nba/latest/1040x760/1642263.png
0022500440,161,3,PT00M35.00S,PT00M18.00S,4,"Rebound, Missed Shot, Rebound, Made Shot",Harper REBOUND (Off:0 Def:4) | MISS Bryant 25' 3PT Jump Shot | Harper REBOUND (Off:1 Def:4) | Wembanyama 1' Alley Oop Dunk (22 PTS) (Harper 8 AST),SAS,San Antonio Spurs,1610612759,1641705,V. Wembanyama,86,98,Missed,3.0,Jump Shot,C. Bryant,112.0,227.0,25.0,23.0,17.0,12.0,12.0,0,1,2.0,0,,1.0,1.0,,,1.0,3.0,SAS,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,Carter Bryant,https://cdn.nba.com/headshots/nba/latest/1040x760/1642868.png
0022500441,164,3,PT00M37.10S,PT00M28.40S,4,"Steal, Missed Shot, Rebound, Made Shot",Mamukelashvili STEAL (2 STL) | MISS Barnes 2' Running Layup | Dick REBOUND (Off:1 Def:1) | Mamukelashvili 1' Cutting Finger Roll Layup Shot (9 PTS) (Dick 1 AST),TOR,Toronto Raptors,1610612761,1630572,S. Mamukelashvili,94,100,Missed,2.0,Running Layup Shot,S. Barnes,-16.0,18.0,2.0,32.0,9.0,5.0,5.0,1,0,2.0,0,1.0,,2.0,Made,12.0,2.0,4.0,TOR,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,Scottie Barnes,https://cdn.nba.com/headshots/nba/latest/1040x760/1630567.png
0022500442,160,3,PT00M34.50S,PT00M30.10S,2,"Rebound, Missed Shot",THUNDER Rebound | MISS Gilgeous-Alexander 26' 3PT Pullup Jump Shot,OKC,Oklahoma City Thunder,1610612760,1628983,S. Gilgeous-Alexander,99,83,Missed,3.0,Pullup Jump shot,S. Gilgeous-Alexander,47.0,252.0,26.0,30.0,4.0,4.0,4.0,1,0,0.0,0,1.0,,2.0,Made,16.0,2.0,2.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Shai Gilgeous-Alexander,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
0022500443,182,3,PT00M38.40S,PT00M34.50S,2,"Rebound, Missed Shot",Aldama REBOUND (Off:2 Def:7) | MISS Prosper 6' Running Layup,MEM,Memphis Grizzlies,1610612763,1641765,O. Prosper,82,88,Missed,2.0,Running Layup Shot,O. Prosper,-22.0,53.0,6.0,34.0,4.0,4.0,4.0,1,0,0.0,0,1.0,,0.0,Missed,0.0,0.0,0.0,MEM,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,Olivier-Maxence Prosper,https://cdn.nba.com/headshots/nba/latest/1040x760/1641765.png
0022500444,50,1,PT00M39.40S,PT00M38.70S,2,"Steal, Made Shot",Love STEAL (1 STL) | Love 1' Driving Layup (5 PTS),POR,Portland Trail Blazers,1610612757,1631126,C. Love,31,27,Made,2.0,Driving Layup Shot,C. Love,-12.0,7.0,1.0,39.0,0.0,0.0,0.0,1,0,2.0,0,1.0,,0.0,,,0.0,2.0,POR,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,Caleb Love,https://cdn.nba.com/headshots/nba/latest/1040x760/1631126.png
