GAME_ID,POSSESSION_ID,PERIOD,START_CLOCK,END_CLOCK,EVENTS,ACTION_TYPES,EVENT_LIST,TEAM,team,TEAM_ID,PLAYER_ID,PLAYER_NAME,HOME_SCORE,AWAY_SCORE,FIRST_SHOT_RESULT,FIRST_SHOT_VALUE,FIRST_SHOT_SUBTYPE,FIRST_SHOT_PLAYER,FIRST_SHOT_X_LEGACY,FIRST_SHOT_Y_LEGACY,FIRST_SHOT_DISTANCE,FIRST_SHOT_SECONDS,POSS_LENGTH,TIME_UNTIL_FIRST_SHOT,SHOT_TIME_FOR_ANALYSIS,TWO_FOR_ONE_ATTEMPT,NO_TWO_FOR_ONE_ATTEMPT,POSS_PTS,FREE_THROW_PTS,TWO_FOR_ONE_SECOND_POSSESSION?,NON_TWO_FOR_ONE_SECOND_POSSESSION?,SECOND_POSSESSION_PTS,SECOND_POSSESSION_SHOT_RESULT,SECOND_POSSESSION_SHOT_SECONDS,TWO_FOR_ONE_SECOND_POSSESSION_PTS,TOTAL_PTS_ON_ALL_2FOR1_POSS,TEAM_ABBREV,logo,Player,Images
0022500001,202,4,PT00M33.50S,PT00M33.50S,1,Missed Shot,MISS Wallace 25' 3PT Jump Shot,OKC,Oklahoma City Thunder,1610612760,1641717,C. Wallace,102,103,Missed,3.0,Jump Shot,C. Wallace,154.0,198.0,25.0,34.0,4.0,0.0,4.0,1,0,0.0,0,1.0,,2.0,Made,3.0,2.0,2.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Cason Wallace,https://cdn.nba.com/headshots/nba/latest/1040x760/1641717.png
0022500002,208,4,PT00M39.10S,PT00M35.50S,2,"Timeout, Missed Shot",LAKERS Timeout: Regular (Full 5 Short 0) | MISS Doncic 3PT Fadeaway Jumper,LAL,Los Angeles Lakers,1610612747,1629029,L. Dončić,109,119,Missed,3.0,Fadeaway Jump Shot,L. Dončić,-227.0,22.0,0.0,36.0,3.0,3.0,3.0,1,0,0.0,0,0.0,,,,,0.0,0.0,LAL,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,Luka Dončić,https://cdn.nba.com/headshots/nba/latest/1040x760/1629029.png
0022500003,213,4,PT00M37.40S,PT00M34.70S,2,"Steal, Made Shot",Anunoby STEAL (3 STL) | Anunoby 1' Running Reverse Dunk Shot (23 PTS) (Brunson 5 AST),NYK,New York Knicks,1610612752,1628384,O. Anunoby,118,108,Made,2.0,Running Reverse Dunk Shot,O. Anunoby,-12.0,2.0,1.0,35.0,2.0,2.0,2.0,1,0,2.0,0,1.0,,0.0,,,0.0,2.0,NYK,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,OG Anunoby,https://cdn.nba.com/headshots/nba/latest/1040x760/1628384.png
0022500005,219,4,PT00M34.10S,PT00M17.00S,2,"Rebound, Missed Shot",Sheppard REBOUND (Off:0 Def:4) | MISS Siakam 26' 3PT Pullup Jump Shot,IND,Indiana Pacers,1610612754,1627783,P. Siakam,111,112,Missed,3.0,Pullup Jump shot,P. Siakam,-25.0,257.0,26.0,17.0,17.0,17.0,17.0,0,1,0.0,0,,1.0,2.0,Made,7.0,2.0,2.0,IND,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,Pascal Siakam,https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png
0022500006,96,2,PT00M38.80S,PT00M33.50S,2,"Rebound, Missed Shot",Murray REBOUND (Off:1 Def:1) | MISS Murray 5' Driving Layup,DEN,Denver Nuggets,1610612743,1627750,J. Murray,57,70,Missed,2.0,Driving Layup Shot,J. Murray,-54.0,-5.0,5.0,34.0,5.0,5.0,5.0,1,0,0.0,0,1.0,,0.0,,,0.0,0.0,DEN,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,Jamal Murray,https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png
0022500010,102,2,PT00M34.20S,PT00M26.70S,2,"Rebound, Made Shot",K. Williams REBOUND (Off:1 Def:2) | Wallace 3PT Jump Shot (3 PTS) (Gilgeous-Alexander 2 AST),OKC,Oklahoma City Thunder,1610612760,1641717,C. Wallace,60,69,Made,3.0,Jump Shot,C. Wallace,233.0,22.0,0.0,27.0,7.0,7.0,7.0,1,0,3.0,0,0.0,,,,,0.0,3.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Cason Wallace,https://cdn.nba.com/headshots/nba/latest/1040x760/1641717.png
0022500014,48,1,PT00M37.00S,PT00M34.80S,2,"Rebound, Missed Shot",HAWKS Rebound | MISS Okongwu 26' 3PT Jump Shot,ATL,Atlanta Hawks,1610612737,1630168,O. Okongwu,19,18,Missed,3.0,Jump Shot,O. Okongwu,104.0,239.0,26.0,35.0,2.0,2.0,2.0,1,0,0.0,0,1.0,,0.0,Missed,2.0,0.0,0.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Onyeka Okongwu,https://cdn.nba.com/headshots/nba/latest/1040x760/1630168.png
0022500014,204,4,PT00M36.10S,PT00M31.10S,2,"Timeout, Missed Shot",HAWKS Timeout: Regular (Full 6 Short 0) | MISS McCollum 2' Driving Floating Jump Shot,ATL,Atlanta Hawks,1610612737,203468,C. McCollum,105,109,Missed,2.0,Driving Floating Jump Shot,C. McCollum,20.0,11.0,2.0,31.0,5.0,5.0,5.0,1,0,0.0,0,1.0,,2.0,Made,26.0,2.0,2.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,CJ McCollum,https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png
0022500015,113,2,PT00M39.40S,PT00M34.30S,2,"Rebound, Missed Shot",Holmgren REBOUND (Off:1 Def:2) | MISS Gilgeous-Alexander 32' 3PT Pullup Jump Shot,OKC,Oklahoma City Thunder,1610612760,1628983,S. Gilgeous-Alexander,49,66,Missed,3.0,Pullup Jump shot,S. Gilgeous-Alexander,120.0,295.0,32.0,34.0,5.0,5.0,5.0,1,0,0.0,0,0.0,,,,,0.0,0.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Shai Gilgeous-Alexander,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
0022500020,49,1,PT00M34.30S,PT00M20.20S,2,"Rebound, Made Shot",Wallace REBOUND (Off:0 Def:2) | Okongwu 24' 3PT Jump Shot (6 PTS) (Wallace 4 AST),ATL,Atlanta Hawks,1610612737,1630168,O. Okongwu,27,32,Made,3.0,Jump Shot,O. Okongwu,240.0,40.0,24.0,20.0,14.0,14.0,14.0,0,1,3.0,0,,0.0,,,,0.0,3.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Onyeka Okongwu,https://cdn.nba.com/headshots/nba/latest/1040x760/1630168.png
0022500022,205,4,PT00M36.80S,PT00M28.90S,4,"Timeout, Missed Shot, Rebound, Made Shot",CAVALIERS Timeout: Regular (Full 6 Short 0) | MISS Hunter 25' 3PT Turnaround Jump Shot | Mobley REBOUND (Off:3 Def:5) | Hunter 27' 3PT Pullup Jump Shot (26 PTS) (Mobley 3 AST),CLE,Cleveland Cavaliers,1610612739,1629631,D. Hunter,101,108,Missed,3.0,Turnaround Jump Shot,D. Hunter,228.0,110.0,25.0,34.0,8.0,3.0,3.0,1,0,3.0,0,1.0,,0.0,Missed,12.0,0.0,3.0,CLE,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,De'Andre Hunter,https://cdn.nba.com/headshots/nba/latest/1040x760/1629631.png
0022500023,101,2,PT00M39.60S,PT00M34.90S,2,"Rebound, Made Shot",Vucevic REBOUND (Off:0 Def:4) | Giddey 25' 3PT Running Jump Shot (18 PTS) (Dosunmu 5 AST),CHI,Chicago Bulls,1610612741,1630581,J. Giddey,69,50,Made,3.0,Running Jump Shot,J. Giddey,-208.0,130.0,25.0,35.0,5.0,5.0,5.0,1,0,3.0,0,1.0,,3.0,Made,5.0,3.0,6.0,CHI,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,Josh Giddey,https://cdn.nba.com/headshots/nba/latest/1040x760/1630581.png
0022500030,49,1,PT00M36.20S,PT00M29.90S,2,"Rebound, Missed Shot",Wallace REBOUND (Off:0 Def:1) | MISS Daniels 1' Driving Layup,ATL,Atlanta Hawks,1610612737,1630700,D. Daniels,26,24,Missed,2.0,Driving Layup Shot,D. Daniels,-12.0,3.0,1.0,30.0,6.0,6.0,6.0,1,0,0.0,0,1.0,,0.0,Missed,4.0,0.0,0.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Dyson Daniels,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png
0022500031,107,2,PT00M35.40S,PT00M29.10S,2,"Rebound, Made Shot",Duren REBOUND (Off:1 Def:4) | Cunningham 18' Step Back Jump Shot (14 PTS),DET,Detroit Pistons,1610612765,1630595,C. Cunningham,55,60,Made,2.0,Step Back Jump shot,C. Cunningham,-104.0,145.0,18.0,29.0,6.0,6.0,6.0,1,0,2.0,0,0.0,,,,,0.0,2.0,DET,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,Cade Cunningham,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png
0022500033,168,3,PT00M39.40S,PT00M11.00S,4,"Rebound, Missed Shot, Rebound, Made Shot",Connaughton REBOUND (Off:2 Def:2) | MISS Mann 11' Driving Floating Jump Shot | Diabate REBOUND (Off:6 Def:3) | Diabate Tip Layup Shot (8 PTS),CHA,Charlotte Hornets,1610612766,1631217,M. Diabaté,94,88,Missed,2.0,Driving Floating Jump Shot,T. Mann,6.0,109.0,11.0,15.0,28.0,24.0,24.0,0,1,2.0,0,,0.0,,,,0.0,2.0,CHA,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,Tre Mann,https://cdn.nba.com/headshots/nba/latest/1040x760/1630544.png
0022500039,107,2,PT00M40.00S,PT00M33.90S,2,"Rebound, Made Shot",Towns REBOUND (Off:0 Def:3) | Hart 2' Driving Finger Roll Layup (7 PTS),NYK,New York Knicks,1610612752,1628404,J. Hart,76,66,Made,2.0,Driving Finger Roll Layup Shot,J. Hart,-7.0,18.0,2.0,34.0,6.0,6.0,6.0,1,0,2.0,0,1.0,,2.0,Made,0.0,2.0,4.0,NYK,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,Josh Hart,https://cdn.nba.com/headshots/nba/latest/1040x760/1628404.png
0022500041,205,4,PT00M34.70S,PT00M30.00S,4,"Rebound, Timeout, Foul, Missed Shot",76ers Rebound | 76ers Timeout: Regular (Reg.6 Short 0) | LeVert P.FOUL (P2.T4) (J.Butler) | MISS Grimes 5' Driving Reverse Layup,PHI,Philadelphia 76ers,1610612755,1629656,Q. Grimes,114,105,Missed,2.0,Driving Reverse Layup Shot,Q. Grimes,-11.0,46.0,5.0,30.0,5.0,5.0,5.0,1,0,0.0,0,1.0,,0.0,Missed,1.0,0.0,0.0,PHI,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,Quentin Grimes,https://cdn.nba.com/headshots/nba/latest/1040x760/1629656.png
0022500043,104,2,PT00M37.50S,PT00M17.90S,4,"Steal, Missed Shot, Rebound, Made Shot",Connaughton STEAL (2 STL) | MISS Bridges 26' 3PT Running Pull-Up Jump Shot | Mann REBOUND (Off:1 Def:2) | Diabate 2' Tip Dunk Shot (8 PTS),CHA,Charlotte Hornets,1610612766,1631217,M. Diabaté,61,69,Missed,3.0,Running Pull-Up Jump Shot,M. Bridges,15.0,257.0,26.0,32.0,20.0,6.0,6.0,1,0,2.0,0,0.0,,,,,0.0,2.0,CHA,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,Miles Bridges,https://cdn.nba.com/headshots/nba/latest/1040x760/1628970.png
0022500044,48,1,PT00M40.10S,PT00M25.70S,6,"Rebound, Missed Shot, Rebound, Missed Shot, Rebound, Made Shot",McDaniels REBOUND (Off:1 Def:1) | MISS Reid 25' 3PT Jump Shot | Randle REBOUND (Off:1 Def:1) | MISS Randle 4' Putback Layup | DiVincenzo REBOUND (Off:1 Def:3) | McDaniels 4' Driving Floating Jump Shot (6 PTS) (Reid 2 AST),MIN,Minnesota Timberwolves,1610612750,1630183,J. McDaniels,34,28,Missed,3.0,Jump Shot,N. Reid,-205.0,148.0,25.0,39.0,14.0,1.0,1.0,1,0,2.0,0,1.0,,1.0,,,1.0,3.0,MIN,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,Naz Reid,https://cdn.nba.com/headshots/nba/latest/1040x760/1629675.png
0022500046,247,5,PT00M35.30S,PT00M30.60S,2,"Timeout, Made Shot",Clippers Timeout: Regular (Reg.8 Short 0) | Harden 27' 3PT Pullup Jump Shot (37 PTS) (Bogdanovic 3 AST),LAC,LA Clippers,1610612746,201935,J. Harden,121,123,Made,3.0,Pullup Jump shot,J. Harden,-6.0,269.0,27.0,31.0,4.0,4.0,4.0,1,0,3.0,0,1.0,,0.0,Missed,1.0,0.0,3.0,LAC,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,James Harden,https://cdn.nba.com/headshots/nba/latest/1040x760/201935.png
0022500046,266,6,PT00M36.80S,PT00M33.90S,4,"Rebound, Timeout, Violation, Missed Shot",Marshall REBOUND (Off:2 Def:6) | MAVERICKS Timeout: Regular (Full 8 Short 0) | Batum Violation:Kicked Ball (N.Buchert) | MISS Christie 27' 3PT Pullup Jump Shot,DAL,Dallas Mavericks,1610612742,1631108,M. Christie,127,133,Missed,3.0,Pullup Jump shot,M. Christie,120.0,238.0,27.0,34.0,3.0,3.0,3.0,1,0,0.0,0,1.0,,0.0,,,0.0,0.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Max Christie,https://cdn.nba.com/headshots/nba/latest/1040x760/1631108.png
0022500047,206,4,PT00M37.40S,PT00M32.50S,2,"Rebound, Missed Shot",Curry REBOUND (Off:0 Def:4) | MISS Butler III 1' Running Finger Roll Layup,GSW,Golden State Warriors,1610612744,202710,J. Butler III,108,107,Missed,2.0,Running Finger Roll Layup Shot,J. Butler III,-1.0,6.0,1.0,32.0,5.0,5.0,5.0,1,0,0.0,0,1.0,,2.0,,,2.0,2.0,GSW,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,Jimmy Butler,https://cdn.nba.com/headshots/nba/latest/1040x760/202710.png
0022500048,52,1,PT00M39.30S,PT00M34.60S,2,"Rebound, Missed Shot",Mitchell REBOUND (Off:0 Def:1) | MISS Mitchell 24' 3PT Running Pull-Up Jump Shot,CLE,Cleveland Cavaliers,1610612739,1628378,D. Mitchell,31,31,Missed,3.0,Running Pull-Up Jump Shot,D. Mitchell,11.0,243.0,24.0,35.0,4.0,4.0,4.0,1,0,0.0,0,1.0,,2.0,,,2.0,2.0,CLE,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,Donovan Mitchell,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png
0022500049,202,4,PT00M34.00S,PT00M26.80S,2,"Rebound, Made Shot",Walsh REBOUND (Off:2 Def:4) | Pritchard 6' Running Finger Roll Layup (13 PTS),BOS,Boston Celtics,1610612738,1630202,P. Pritchard,105,113,Made,2.0,Running Finger Roll Layup Shot,P. Pritchard,-55.0,10.0,6.0,27.0,7.0,7.0,7.0,1,0,2.0,0,0.0,,,,,0.0,2.0,BOS,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,Payton Pritchard,https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png
0022500060,155,3,PT00M38.80S,PT00M23.50S,2,"Rebound, Missed Shot",White REBOUND (Off:2 Def:5) | MISS White 27' 3PT Pullup Jump Shot,BOS,Boston Celtics,1610612738,1628401,D. White,83,81,Missed,3.0,Pullup Jump shot,D. White,-38.0,267.0,27.0,24.0,15.0,15.0,15.0,0,1,0.0,0,,1.0,3.0,,,3.0,3.0,BOS,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,Derrick White,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png
0022500063,211,4,PT00M34.90S,PT00M14.70S,2,"Rebound, Missed Shot",Huff REBOUND (Off:0 Def:6) | MISS Siakam 5' Driving Finger Roll Layup,IND,Indiana Pacers,1610612754,1627783,P. Siakam,95,95,Missed,2.0,Driving Finger Roll Layup Shot,P. Siakam,32.0,39.0,5.0,15.0,20.0,20.0,20.0,0,1,0.0,0,,1.0,0.0,Missed,0.0,0.0,0.0,IND,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,Pascal Siakam,https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png
0022500065,103,2,PT00M39.00S,PT00M37.00S,2,"Rebound, Missed Shot",Bey REBOUND (Off:1 Def:4) | MISS Alvarado 29' 3PT Running Pull-Up Jump Shot,NOP,New Orleans Pelicans,1610612740,1630631,J. Alvarado,68,53,Missed,3.0,Running Pull-Up Jump Shot,J. Alvarado,-201.0,212.0,29.0,37.0,2.0,2.0,2.0,1,0,0.0,0,0.0,,,,,0.0,0.0,NOP,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,Jose Alvarado,https://cdn.nba.com/headshots/nba/latest/1040x760/1630631.png
0022500066,44,1,PT00M33.70S,PT00M26.80S,2,"Rebound, Missed Shot",Capela REBOUND (Off:4 Def:2) | MISS Sengun 27' 3PT Jump Shot,HOU,Houston Rockets,1610612745,1630578,A. Sengun,25,22,Missed,3.0,Jump Shot,A. Sengun,-170.0,204.0,27.0,27.0,7.0,7.0,7.0,1,0,0.0,0,0.0,,,,,0.0,0.0,HOU,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,Alperen Şengün,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png
0022500067,164,3,PT00M33.90S,PT00M23.70S,2,"Foul, Missed Shot",Grant P.FOUL (P2.T3) (S.Twardoski) | MISS Fox 26' 3PT Step Back Jump Shot,SAS,San Antonio Spurs,1610612759,1628368,D. Fox,83,88,Missed,3.0,Step Back Jump shot,D. Fox,37.0,262.0,26.0,24.0,10.0,10.0,10.0,0,1,0.0,0,,1.0,3.0,Made,2.0,3.0,3.0,SAS,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,De'Aaron Fox,https://cdn.nba.com/headshots/nba/latest/1040x760/1628368.png
0022500068,101,2,PT00M34.50S,PT00M27.00S,4,"Rebound, Missed Shot, Rebound, Made Shot",Goodwin REBOUND (Off:1 Def:3) | MISS Booker 30' 3PT Running Pull-Up Jump Shot | Goodwin REBOUND (Off:2 Def:3) | Goodwin 8' Putback Layup (4 PTS),PHX,Phoenix Suns,1610612756,1630692,J. Goodwin,45,67,Missed,3.0,Running Pull-Up Jump Shot,D. Booker,113.0,279.0,30.0,29.0,7.0,5.0,5.0,1,0,2.0,0,0.0,,,,,0.0,2.0,PHX,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,Devin Booker,https://cdn.nba.com/headshots/nba/latest/1040x760/1626164.png
0022500069,221,4,PT00M38.90S,PT00M32.30S,2,"Rebound, Missed Shot",Cavaliers Rebound | MISS Mobley 3PT Jump Shot,CLE,Cleveland Cavaliers,1610612739,1630596,E. Mobley,130,123,Missed,3.0,Jump Shot,E. Mobley,-223.0,2.0,0.0,32.0,7.0,7.0,7.0,1,0,0.0,0,1.0,,0.0,Missed,23.0,0.0,0.0,CLE,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,Evan Mobley,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png
0022500071,169,3,PT00M34.90S,PT00M32.20S,2,"Rebound, Made Shot",HORNETS Rebound | Miller 3PT Pullup Jump Shot (25 PTS) (Sexton 3 AST),CHA,Charlotte Hornets,1610612766,1641706,B. Miller,93,94,Made,3.0,Pullup Jump shot,B. Miller,228.0,47.0,0.0,32.0,3.0,3.0,3.0,1,0,3.0,0,1.0,,0.0,Missed,0.0,0.0,3.0,CHA,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,Brandon Miller,https://cdn.nba.com/headshots/nba/latest/1040x760/1641706.png
0022500072,65,1,PT00M33.80S,PT00M27.70S,2,"Rebound, Made Shot",Jones REBOUND (Off:0 Def:1) | Black 8' Driving Layup (7 PTS),ORL,Orlando Magic,1610612753,1641710,A. Black,33,29,Made,2.0,Driving Layup Shot,A. Black,51.0,57.0,8.0,28.0,6.0,6.0,6.0,1,0,2.0,0,1.0,,2.0,,,2.0,4.0,ORL,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Anthony Black,https://cdn.nba.com/headshots/nba/latest/1040x760/1641710.png
0022500072,169,3,PT00M34.00S,PT00M12.70S,4,"Rebound, Foul, Free Throw, Missed Shot",Carter Jr. REBOUND (Off:1 Def:7) | Cunningham T.FOUL (P2.PN) (D.Guthrie) | Bane Free Throw Technical (30 PTS) | MISS Bane 5' Driving Layup,ORL,Orlando Magic,1610612753,1630217,D. Bane,82,89,Missed,2.0,Driving Layup Shot,D. Bane,53.0,7.0,5.0,13.0,21.0,21.0,21.0,0,1,1.0,1,,1.0,0.0,Missed,10.0,0.0,1.0,ORL,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,Desmond Bane,https://cdn.nba.com/headshots/nba/latest/1040x760/1630217.png
0022500073,55,1,PT00M35.80S,PT00M23.40S,3,"Missed Shot, Rebound, Missed Shot",MISS George 27' 3PT Step Back Jump Shot | Vukcevic REBOUND (Off:1 Def:0) | MISS Vukcevic 27' 3PT Jump Shot,WAS,Washington Wizards,1610612764,1641774,T. Vukcevic,28,24,Missed,3.0,Step Back Jump shot,K. George,12.0,267.0,27.0,36.0,25.0,0.0,25.0,0,1,0.0,0,,0.0,,,,0.0,0.0,WAS,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,Kyshawn George,https://cdn.nba.com/headshots/nba/latest/1040x760/1642273.png
0022500074,101,2,PT00M33.70S,PT00M14.10S,2,"Rebound, Made Shot",KNICKS Rebound | Bridges 6' Driving Floating Jump Shot (5 PTS) (Brunson 3 AST),NYK,New York Knicks,1610612752,1628969,M. Bridges,61,59,Made,2.0,Driving Floating Jump Shot,M. Bridges,-62.0,8.0,6.0,14.0,20.0,20.0,20.0,0,1,2.0,0,,1.0,0.0,,,0.0,2.0,NYK,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,Mikal Bridges,https://cdn.nba.com/headshots/nba/latest/1040x760/1628969.png
0022500075,55,1,PT00M35.50S,PT00M30.10S,2,"Steal, Missed Shot",Caruso STEAL (1 STL) | MISS Gilgeous-Alexander 2' Running Layup,OKC,Oklahoma City Thunder,1610612760,1628983,S. Gilgeous-Alexander,25,23,Missed,2.0,Running Layup Shot,S. Gilgeous-Alexander,-13.0,-15.0,2.0,30.0,6.0,6.0,6.0,1,0,0.0,0,1.0,,0.0,Missed,2.0,0.0,0.0,OKC,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,Shai Gilgeous-Alexander,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
0022500075,222,4,PT00M36.20S,PT00M22.80S,2,"Rebound, Missed Shot",Booker REBOUND (Off:2 Def:6) | MISS Brooks 3PT Jump Shot,PHX,Phoenix Suns,1610612756,1628415,D. Brooks,120,117,Missed,3.0,Jump Shot,D. Brooks,-227.0,-25.0,0.0,23.0,13.0,13.0,13.0,0,1,0.0,0,,1.0,2.0,Made,14.0,2.0,2.0,PHX,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,Dillon Brooks,https://cdn.nba.com/headshots/nba/latest/1040x760/1628415.png
0022500076,51,1,PT00M34.70S,PT00M16.90S,2,"Rebound, Made Shot",Johnson REBOUND (Off:0 Def:2) | Kornet 1' Alley Oop Dunk (4 PTS) (Champagnie 1 AST),SAS,San Antonio Spurs,1610612759,1628436,L. Kornet,33,41,Made,2.0,Alley Oop Dunk Shot,L. Kornet,-5.0,14.0,1.0,17.0,18.0,18.0,18.0,0,1,2.0,0,,1.0,0.0,Missed,1.0,0.0,2.0,SAS,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,Luke Kornet,https://cdn.nba.com/headshots/nba/latest/1040x760/1628436.png
0022500077,211,4,PT00M40.50S,PT00M37.90S,2,"Rebound, Made Shot",Westbrook REBOUND (Off:4 Def:8) | Raynaud 5' Running Dunk (11 PTS) (Westbrook 13 AST),SAC,Sacramento Kings,1610612758,1642875,M. Raynaud,120,111,Made,2.0,Running Dunk Shot,M. Raynaud,-38.0,31.0,5.0,38.0,2.0,2.0,2.0,1,0,2.0,0,1.0,,2.0,Made,30.0,2.0,4.0,SAC,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,Maxime Raynaud,https://cdn.nba.com/headshots/nba/latest/1040x760/1642875.png
0022500078,102,2,PT00M33.60S,PT00M27.80S,2,"Steal, Made Shot",Washington STEAL (1 STL) | Christie 24' 3PT Running Jump Shot (11 PTS) (Washington 1 AST),DAL,Dallas Mavericks,1610612742,1631108,M. Christie,58,62,Made,3.0,Running Jump Shot,M. Christie,-234.0,22.0,24.0,28.0,6.0,6.0,6.0,1,0,3.0,0,1.0,,0.0,Missed,2.0,0.0,3.0,DAL,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,Max Christie,https://cdn.nba.com/headshots/nba/latest/1040x760/1631108.png
0022500081,114,2,PT00M36.40S,PT00M32.40S,2,"Rebound, Missed Shot",Jovic REBOUND (Off:0 Def:3) | MISS Jovic 27' 3PT Running Jump Shot,MIA,Miami Heat,1610612748,1631107,N. Jović,69,65,Missed,3.0,Running Jump Shot,N. Jović,27.0,273.0,27.0,32.0,4.0,4.0,4.0,1,0,0.0,0,0.0,,,,,0.0,0.0,MIA,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,Nikola Jović,https://cdn.nba.com/headshots/nba/latest/1040x760/1631107.png
0022500082,57,1,PT00M39.00S,PT00M33.50S,2,"Rebound, Missed Shot",Porzingis REBOUND (Off:1 Def:3) | MISS Young 29' 3PT Running Pull-Up Jump Shot,ATL,Atlanta Hawks,1610612737,1629027,T. Young,31,34,Missed,3.0,Running Pull-Up Jump Shot,T. Young,15.0,294.0,29.0,34.0,5.0,5.0,5.0,1,0,0.0,0,1.0,,3.0,Made,7.0,3.0,3.0,ATL,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,Trae Young,https://cdn.nba.com/headshots/nba/latest/1040x760/1629027.png
0022500082,118,2,PT00M35.50S,PT00M34.20S,2,"Rebound, Made Shot",Raptors Rebound | Dick 13' Fadeaway Jumper (9 PTS) (Quickley 5 AST),TOR,Toronto Raptors,1610612761,1641711,G. Dick,57,65,Made,2.0,Fadeaway Jump Shot,G. Dick,129.0,27.0,13.0,34.0,2.0,2.0,2.0,1,0,2.0,0,0.0,,,,,0.0,2.0,TOR,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,Gradey Dick,https://cdn.nba.com/headshots/nba/latest/1040x760/1641711.png
0022500085,55,1,PT00M36.10S,PT00M32.80S,2,"Rebound, Made Shot",Morant REBOUND (Off:0 Def:3) | Wells 26' 3PT Running Jump Shot (6 PTS) (Morant 2 AST),MEM,Memphis Grizzlies,1610612763,1642377,J. Wells,27,28,Made,3.0,Running Jump Shot,J. Wells,-194.0,169.0,26.0,33.0,3.0,3.0,3.0,1,0,3.0,0,1.0,,0.0,Missed,1.0,0.0,3.0,MEM,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,Jaylen Wells,https://cdn.nba.com/headshots/nba/latest/1040x760/1642377.png
